Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1976,1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1975,1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2016,21.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2015,21.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2014,21.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2013,21.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2012,21.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2011,21,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2010,20.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2009,20.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2008,20.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2007,20.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2006,20.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2005,20.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2004,20,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2003,19.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2002,19.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2001,19.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,2000,19.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1999,19.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1998,19.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1997,19.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1996,19.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1995,19.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1994,19.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1993,19.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1992,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1991,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1990,19,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1989,18.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1988,18.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1987,18.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1986,18.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1985,18.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1984,18.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1983,18.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1982,18,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1981,17.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1980,17.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1979,17.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1978,17.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1977,17,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1976,16.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1975,16.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2016,26.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2015,25.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2014,25,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2013,24.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2012,23.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2011,23.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2010,22.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2009,22.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2008,21.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2007,21.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2006,20.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2005,20.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2004,19.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2003,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2002,18.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2001,18.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,2000,17.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1999,17.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1998,16.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1997,16.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1996,15.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1995,15.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1994,14.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1993,14.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1992,14,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1991,13.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1990,13.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1989,12.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1988,12.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1987,11.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1986,11.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1985,10.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1984,10.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1983,9.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1982,9.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1981,8.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1980,8.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1979,7.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1978,7.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1977,7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1976,6.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eswatini,SWZ,1975,6.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2016,6.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2015,6.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2014,6.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2013,5.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2012,5.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2011,5.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2010,5.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2009,4.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2008,4.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2007,4.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2006,4.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2005,4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2004,3.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2003,3.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2002,3.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2001,3.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,2000,3.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1999,2.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1998,2.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1997,2.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1996,2.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1995,2.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1994,2.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1993,2.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1992,2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1991,1.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1990,1.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1989,1.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1988,1.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1987,1.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1986,1.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1985,1.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1984,1.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1983,1.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1982,1.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1981,1.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1980,1.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1979,1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1978,1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1977,0.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1976,0.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1975,0.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2016,35.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2015,34.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2014,34.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2013,33.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2012,33.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2011,32.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2010,32,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2009,31.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2008,30.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2007,30.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2006,29.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2005,29.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2004,28.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2003,28.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2002,27.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2001,27.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,2000,26.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1999,25.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1998,25.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1997,24.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1996,24,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1995,23.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1994,22.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1993,22.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1992,21.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1991,20.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1990,20.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1989,19.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1988,19.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1987,18.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1986,18.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1985,17.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1984,17.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1983,16.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1982,16.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Fiji,FJI,1981,15.9,female
